utility_name,year,month,zip_code,number_of_disconnections,disconnection_rate
Pacific Gas and Electric Company ,2024,Apr,93614,18,0.36%
Pacific Gas and Electric Company ,2024,Apr,93615,1,0.07%
Pacific Gas and Electric Company ,2024,Apr,93616,7,1.08%
Pacific Gas and Electric Company ,2024,Apr,93619,32,0.18%
Pacific Gas and Electric Company ,2024,Apr,93620,24,0.75%
Pacific Gas and Electric Company ,2024,Apr,93621,3,0.97%
Pacific Gas and Electric Company ,2024,Apr,93622,14,0.51%
Pacific Gas and Electric Company ,2024,Apr,93623,1,0.49%
Pacific Gas and Electric Company ,2024,Apr,93624,1,0.51%
Pacific Gas and Electric Company ,2024,Apr,93625,20,0.69%
Pacific Gas and Electric Company ,2024,Apr,93626,4,0.42%
Pacific Gas and Electric Company ,2024,Apr,93630,37,0.59%
Pacific Gas and Electric Company ,2024,Apr,93631,24,0.38%
Pacific Gas and Electric Company ,2024,Apr,93635,66,0.44%
Pacific Gas and Electric Company ,2024,Apr,93636,21,0.30%
Pacific Gas and Electric Company ,2024,Apr,93637,90,0.69%
Pacific Gas and Electric Company ,2024,Apr,93638,84,0.62%
Pacific Gas and Electric Company ,2024,Apr,93640,17,0.55%
Pacific Gas and Electric Company ,2024,Apr,93643,2,0.12%
Pacific Gas and Electric Company ,2024,Apr,93644,14,0.33%
Pacific Gas and Electric Company ,2024,Apr,93645,1,0.52%
Pacific Gas and Electric Company ,2024,Apr,93646,16,0.62%
Pacific Gas and Electric Company ,2024,Apr,93648,44,1.15%
Pacific Gas and Electric Company ,2024,Apr,93650,13,1.05%
Pacific Gas and Electric Company ,2024,Apr,93651,3,0.46%
Pacific Gas and Electric Company ,2024,Apr,93652,2,1.57%
Pacific Gas and Electric Company ,2024,Apr,93653,1,0.20%
Pacific Gas and Electric Company ,2024,Apr,93654,82,0.87%
Pacific Gas and Electric Company ,2024,Apr,93656,6,0.36%
Pacific Gas and Electric Company ,2024,Apr,93657,55,0.46%
Pacific Gas and Electric Company ,2024,Apr,93660,16,1.53%
Pacific Gas and Electric Company ,2024,Apr,93662,64,0.70%
Pacific Gas and Electric Company ,2024,Apr,93664,1,0.32%
Pacific Gas and Electric Company ,2024,Apr,93665,3,1.39%
Pacific Gas and Electric Company ,2024,Apr,93667,4,0.42%
Pacific Gas and Electric Company ,2024,Apr,93675,10,0.60%
Pacific Gas and Electric Company ,2024,Apr,93701,31,0.87%
Pacific Gas and Electric Company ,2024,Apr,93702,93,0.78%
Pacific Gas and Electric Company ,2024,Apr,93703,85,0.83%
Pacific Gas and Electric Company ,2024,Apr,93704,56,0.47%
Pacific Gas and Electric Company ,2024,Apr,93705,96,0.77%
Pacific Gas and Electric Company ,2024,Apr,93706,101,0.92%
Pacific Gas and Electric Company ,2024,Apr,93710,80,0.71%
Pacific Gas and Electric Company ,2024,Apr,93711,39,0.23%
Pacific Gas and Electric Company ,2024,Apr,93720,59,0.30%
Pacific Gas and Electric Company ,2024,Apr,93721,16,0.96%
Pacific Gas and Electric Company ,2024,Apr,93722,181,0.65%
Pacific Gas and Electric Company ,2024,Apr,93723,29,0.68%
Pacific Gas and Electric Company ,2024,Apr,93725,49,0.70%
Pacific Gas and Electric Company ,2024,Apr,93726,94,0.63%
Pacific Gas and Electric Company ,2024,Apr,93727,162,0.59%
Pacific Gas and Electric Company ,2024,Apr,93728,43,0.75%
Pacific Gas and Electric Company ,2024,Apr,93730,13,0.24%
Pacific Gas and Electric Company ,2024,Apr,93737,11,0.53%
Pacific Gas and Electric Company ,2024,Apr,93901,54,0.50%
Pacific Gas and Electric Company ,2024,Apr,93905,84,0.62%
Pacific Gas and Electric Company ,2024,Apr,93906,112,0.64%
Pacific Gas and Electric Company ,2024,Apr,93907,26,0.35%
Pacific Gas and Electric Company ,2024,Apr,93908,12,0.24%
Pacific Gas and Electric Company ,2024,Apr,93921,2,0.14%
Pacific Gas and Electric Company ,2024,Apr,93923,10,0.13%
Pacific Gas and Electric Company ,2024,Apr,93924,7,0.25%
Pacific Gas and Electric Company ,2024,Apr,93925,3,0.75%
Pacific Gas and Electric Company ,2024,Apr,93926,21,0.93%
Pacific Gas and Electric Company ,2024,Apr,93927,40,0.85%
Pacific Gas and Electric Company ,2024,Apr,93930,33,0.74%
Pacific Gas and Electric Company ,2024,Apr,93932,3,1.03%
Pacific Gas and Electric Company ,2024,Apr,93933,39,0.37%
Pacific Gas and Electric Company ,2024,Apr,93940,23,0.16%
Pacific Gas and Electric Company ,2024,Apr,93950,19,0.25%
Pacific Gas and Electric Company ,2024,Apr,93953,2,0.07%
Pacific Gas and Electric Company ,2024,Apr,93954,5,4.07%
Pacific Gas and Electric Company ,2024,Apr,93955,44,0.46%
Pacific Gas and Electric Company ,2024,Apr,93960,36,0.71%
Pacific Gas and Electric Company ,2024,Apr,94002,13,0.12%
Pacific Gas and Electric Company ,2024,Apr,94005,2,0.10%
Pacific Gas and Electric Company ,2024,Apr,94010,37,0.21%
Pacific Gas and Electric Company ,2024,Apr,94014,42,0.29%
Pacific Gas and Electric Company ,2024,Apr,94015,45,0.23%
Pacific Gas and Electric Company ,2024,Apr,94018,7,0.36%
Pacific Gas and Electric Company ,2024,Apr,94019,14,0.28%
Pacific Gas and Electric Company ,2024,Apr,94022,6,0.08%
Pacific Gas and Electric Company ,2024,Apr,94024,4,0.05%
Pacific Gas and Electric Company ,2024,Apr,94025,31,0.18%
Pacific Gas and Electric Company ,2024,Apr,94028,1,0.04%
Pacific Gas and Electric Company ,2024,Apr,94030,19,0.22%
Pacific Gas and Electric Company ,2024,Apr,94037,3,0.28%
Pacific Gas and Electric Company ,2024,Apr,94038,1,0.09%
Pacific Gas and Electric Company ,2024,Apr,94040,31,0.19%
Pacific Gas and Electric Company ,2024,Apr,94041,10,0.13%
Pacific Gas and Electric Company ,2024,Apr,94043,14,0.11%
Pacific Gas and Electric Company ,2024,Apr,94044,39,0.27%
Pacific Gas and Electric Company ,2024,Apr,94061,43,0.30%
Pacific Gas and Electric Company ,2024,Apr,94062,18,0.17%
Pacific Gas and Electric Company ,2024,Apr,94063,41,0.38%
Pacific Gas and Electric Company ,2024,Apr,94065,9,0.17%
Pacific Gas and Electric Company ,2024,Apr,94066,37,0.25%
Pacific Gas and Electric Company ,2024,Apr,94080,49,0.22%
Pacific Gas and Electric Company ,2024,Apr,94085,9,0.08%
Pacific Gas and Electric Company ,2024,Apr,94086,34,0.16%
Pacific Gas and Electric Company ,2024,Apr,94087,31,0.15%
Pacific Gas and Electric Company ,2024,Apr,94089,11,0.19%
Pacific Gas and Electric Company ,2024,Apr,94102,57,0.41%
Pacific Gas and Electric Company ,2024,Apr,94103,69,0.37%
Pacific Gas and Electric Company ,2024,Apr,94105,25,0.27%
Pacific Gas and Electric Company ,2024,Apr,94107,35,0.20%
Pacific Gas and Electric Company ,2024,Apr,94108,2,0.03%
Pacific Gas and Electric Company ,2024,Apr,94109,75,0.25%
Pacific Gas and Electric Company ,2024,Apr,94110,66,0.23%
Pacific Gas and Electric Company ,2024,Apr,94111,1,0.10%
Pacific Gas and Electric Company ,2024,Apr,94112,46,0.22%
Pacific Gas and Electric Company ,2024,Apr,94114,31,0.17%
Pacific Gas and Electric Company ,2024,Apr,94115,44,0.25%
Pacific Gas and Electric Company ,2024,Apr,94116,20,0.13%
Pacific Gas and Electric Company ,2024,Apr,94117,29,0.15%
Pacific Gas and Electric Company ,2024,Apr,94118,20,0.11%
Pacific Gas and Electric Company ,2024,Apr,94121,24,0.13%
Pacific Gas and Electric Company ,2024,Apr,94122,24,0.11%
Pacific Gas and Electric Company ,2024,Apr,94123,25,0.16%
Pacific Gas and Electric Company ,2024,Apr,94124,155,1.48%
Pacific Gas and Electric Company ,2024,Apr,94127,10,0.13%
Pacific Gas and Electric Company ,2024,Apr,94131,23,0.18%
Pacific Gas and Electric Company ,2024,Apr,94132,53,0.57%
Pacific Gas and Electric Company ,2024,Apr,94133,26,0.21%
Pacific Gas and Electric Company ,2024,Apr,94134,31,0.29%
Pacific Gas and Electric Company ,2024,Apr,94158,12,0.23%
Pacific Gas and Electric Company ,2024,Apr,94303,40,0.56%
Pacific Gas and Electric Company ,2024,Apr,94305,1,0.10%
Pacific Gas and Electric Company ,2024,Apr,94401,31,0.25%
Pacific Gas and Electric Company ,2024,Apr,94402,9,0.09%
Pacific Gas and Electric Company ,2024,Apr,94403,35,0.20%
Pacific Gas and Electric Company ,2024,Apr,94404,22,0.14%
Pacific Gas and Electric Company ,2024,Apr,94503,20,0.33%
Pacific Gas and Electric Company ,2024,Apr,94505,9,0.16%
Pacific Gas and Electric Company ,2024,Apr,94506,17,0.20%
Pacific Gas and Electric Company ,2024,Apr,94507,6,0.11%
Pacific Gas and Electric Company ,2024,Apr,94508,5,0.49%
Pacific Gas and Electric Company ,2024,Apr,94509,152,0.65%
Pacific Gas and Electric Company ,2024,Apr,94510,21,0.19%
Pacific Gas and Electric Company ,2024,Apr,94511,2,0.15%
Pacific Gas and Electric Company ,2024,Apr,94513,73,0.32%
Pacific Gas and Electric Company ,2024,Apr,94514,1,0.12%
Pacific Gas and Electric Company ,2024,Apr,94515,6,0.22%
Pacific Gas and Electric Company ,2024,Apr,94517,5,0.11%
Pacific Gas and Electric Company ,2024,Apr,94518,28,0.27%
Pacific Gas and Electric Company ,2024,Apr,94519,13,0.19%
Pacific Gas and Electric Company ,2024,Apr,94520,55,0.41%
Pacific Gas and Electric Company ,2024,Apr,94521,32,0.20%
Pacific Gas and Electric Company ,2024,Apr,94523,27,0.19%
Pacific Gas and Electric Company ,2024,Apr,94525,5,0.32%
Pacific Gas and Electric Company ,2024,Apr,94526,13,0.10%
Pacific Gas and Electric Company ,2024,Apr,94528,1,0.25%
Pacific Gas and Electric Company ,2024,Apr,94530,10,0.09%
Pacific Gas and Electric Company ,2024,Apr,94531,62,0.42%
Pacific Gas and Electric Company ,2024,Apr,94533,101,0.39%
Pacific Gas and Electric Company ,2024,Apr,94534,41,0.29%
Pacific Gas and Electric Company ,2024,Apr,94536,80,0.32%
Pacific Gas and Electric Company ,2024,Apr,94538,59,0.24%
Pacific Gas and Electric Company ,2024,Apr,94539,32,0.18%
Pacific Gas and Electric Company ,2024,Apr,94541,111,0.49%
Pacific Gas and Electric Company ,2024,Apr,94542,21,0.41%
Pacific Gas and Electric Company ,2024,Apr,94544,109,0.46%
Pacific Gas and Electric Company ,2024,Apr,94545,35,0.38%
Pacific Gas and Electric Company ,2024,Apr,94546,46,0.27%
Pacific Gas and Electric Company ,2024,Apr,94547,36,0.39%
Pacific Gas and Electric Company ,2024,Apr,94549,18,0.16%
Pacific Gas and Electric Company ,2024,Apr,94550,37,0.20%
Pacific Gas and Electric Company ,2024,Apr,94551,33,0.23%
Pacific Gas and Electric Company ,2024,Apr,94552,1,0.02%
Pacific Gas and Electric Company ,2024,Apr,94553,43,0.22%
Pacific Gas and Electric Company ,2024,Apr,94555,25,0.21%
Pacific Gas and Electric Company ,2024,Apr,94556,3,0.05%
Pacific Gas and Electric Company ,2024,Apr,94558,59,0.24%
Pacific Gas and Electric Company ,2024,Apr,94559,36,0.32%
Pacific Gas and Electric Company ,2024,Apr,94560,35,0.22%
Pacific Gas and Electric Company ,2024,Apr,94561,31,0.20%
Pacific Gas and Electric Company ,2024,Apr,94563,9,0.13%
Pacific Gas and Electric Company ,2024,Apr,94564,29,0.42%
Pacific Gas and Electric Company ,2024,Apr,94565,144,0.47%
Pacific Gas and Electric Company ,2024,Apr,94566,22,0.14%
Pacific Gas and Electric Company ,2024,Apr,94567,2,0.61%
Pacific Gas and Electric Company ,2024,Apr,94568,52,0.21%
Pacific Gas and Electric Company ,2024,Apr,94571,16,0.28%
Pacific Gas and Electric Company ,2024,Apr,94572,13,0.42%
Pacific Gas and Electric Company ,2024,Apr,94574,10,0.26%
Pacific Gas and Electric Company ,2024,Apr,94577,41,0.24%
Pacific Gas and Electric Company ,2024,Apr,94578,62,0.43%
Pacific Gas and Electric Company ,2024,Apr,94579,13,0.20%
Pacific Gas and Electric Company ,2024,Apr,94580,31,0.34%
Pacific Gas and Electric Company ,2024,Apr,94582,45,0.30%
Pacific Gas and Electric Company ,2024,Apr,94583,30,0.20%
Pacific Gas and Electric Company ,2024,Apr,94585,68,0.69%
Pacific Gas and Electric Company ,2024,Apr,94587,50,0.23%
Pacific Gas and Electric Company ,2024,Apr,94588,19,0.16%
Pacific Gas and Electric Company ,2024,Apr,94589,50,0.53%
Pacific Gas and Electric Company ,2024,Apr,94590,88,0.60%
Pacific Gas and Electric Company ,2024,Apr,94591,89,0.45%
Pacific Gas and Electric Company ,2024,Apr,94595,4,0.04%
Pacific Gas and Electric Company ,2024,Apr,94596,21,0.20%
Pacific Gas and Electric Company ,2024,Apr,94597,22,0.19%
Pacific Gas and Electric Company ,2024,Apr,94598,18,0.17%
Pacific Gas and Electric Company ,2024,Apr,94599,1,0.09%
Pacific Gas and Electric Company ,2024,Apr,94601,83,0.53%
Pacific Gas and Electric Company ,2024,Apr,94602,7,0.06%
Pacific Gas and Electric Company ,2024,Apr,94603,46,0.44%
Pacific Gas and Electric Company ,2024,Apr,94605,51,0.31%
Pacific Gas and Electric Company ,2024,Apr,94606,9,0.06%
Pacific Gas and Electric Company ,2024,Apr,94607,57,0.46%
Pacific Gas and Electric Company ,2024,Apr,94608,58,0.36%
Pacific Gas and Electric Company ,2024,Apr,94609,29,0.27%
Pacific Gas and Electric Company ,2024,Apr,94610,8,0.05%
Pacific Gas and Electric Company ,2024,Apr,94611,14,0.08%
Pacific Gas and Electric Company ,2024,Apr,94612,71,0.65%
Pacific Gas and Electric Company ,2024,Apr,94618,11,0.15%
Pacific Gas and Electric Company ,2024,Apr,94619,15,0.16%
Pacific Gas and Electric Company ,2024,Apr,94621,45,0.47%
Pacific Gas and Electric Company ,2024,Apr,94702,23,0.30%
Pacific Gas and Electric Company ,2024,Apr,94703,27,0.30%
Pacific Gas and Electric Company ,2024,Apr,94704,37,0.41%
Pacific Gas and Electric Company ,2024,Apr,94705,13,0.22%
Pacific Gas and Electric Company ,2024,Apr,94706,4,0.06%
Pacific Gas and Electric Company ,2024,Apr,94707,4,0.08%
Pacific Gas and Electric Company ,2024,Apr,94708,1,0.02%
Pacific Gas and Electric Company ,2024,Apr,94709,12,0.23%
Pacific Gas and Electric Company ,2024,Apr,94801,56,0.54%
Pacific Gas and Electric Company ,2024,Apr,94803,40,0.41%
Pacific Gas and Electric Company ,2024,Apr,94804,88,0.58%
Pacific Gas and Electric Company ,2024,Apr,94805,15,0.29%
Pacific Gas and Electric Company ,2024,Apr,94806,124,0.62%
Pacific Gas and Electric Company ,2024,Apr,94901,46,0.29%
Pacific Gas and Electric Company ,2024,Apr,94903,40,0.34%
Pacific Gas and Electric Company ,2024,Apr,94904,7,0.17%
Pacific Gas and Electric Company ,2024,Apr,94920,12,0.21%
Pacific Gas and Electric Company ,2024,Apr,94924,1,0.15%
Pacific Gas and Electric Company ,2024,Apr,94925,4,0.10%
Pacific Gas and Electric Company ,2024,Apr,94928,43,0.25%
Pacific Gas and Electric Company ,2024,Apr,94930,6,0.16%
Pacific Gas and Electric Company ,2024,Apr,94931,12,0.32%
Pacific Gas and Electric Company ,2024,Apr,94933,3,0.81%
Pacific Gas and Electric Company ,2024,Apr,94937,1,0.12%
Pacific Gas and Electric Company ,2024,Apr,94938,1,0.40%
Pacific Gas and Electric Company ,2024,Apr,94939,14,0.30%
Pacific Gas and Electric Company ,2024,Apr,94941,19,0.15%
Pacific Gas and Electric Company ,2024,Apr,94945,11,0.16%
Pacific Gas and Electric Company ,2024,Apr,94947,19,0.20%
Pacific Gas and Electric Company ,2024,Apr,94949,39,0.57%
Pacific Gas and Electric Company ,2024,Apr,94951,6,0.36%
Pacific Gas and Electric Company ,2024,Apr,94952,27,0.19%
Pacific Gas and Electric Company ,2024,Apr,94954,30,0.21%
Pacific Gas and Electric Company ,2024,Apr,94956,2,0.34%
Pacific Gas and Electric Company ,2024,Apr,94957,1,0.12%
Pacific Gas and Electric Company ,2024,Apr,94960,13,0.21%
Pacific Gas and Electric Company ,2024,Apr,94965,28,0.47%
Pacific Gas and Electric Company ,2024,Apr,94970,4,0.54%
Pacific Gas and Electric Company ,2024,Apr,94971,1,0.60%
Pacific Gas and Electric Company ,2024,Apr,94973,1,0.17%
Pacific Gas and Electric Company ,2024,Apr,95002,2,0.47%
Pacific Gas and Electric Company ,2024,Apr,95003,15,0.13%
Pacific Gas and Electric Company ,2024,Apr,95004,5,0.39%
Pacific Gas and Electric Company ,2024,Apr,95005,6,0.26%
Pacific Gas and Electric Company ,2024,Apr,95006,8,0.23%
Pacific Gas and Electric Company ,2024,Apr,95007,3,1.02%
Pacific Gas and Electric Company ,2024,Apr,95008,46,0.23%
Pacific Gas and Electric Company ,2024,Apr,95010,7,0.14%
Pacific Gas and Electric Company ,2024,Apr,95012,19,0.71%
Pacific Gas and Electric Company ,2024,Apr,95014,29,0.13%
Pacific Gas and Electric Company ,2024,Apr,95018,8,0.27%
Pacific Gas and Electric Company ,2024,Apr,95019,16,0.98%
Pacific Gas and Electric Company ,2024,Apr,95020,81,0.40%
Pacific Gas and Electric Company ,2024,Apr,95023,82,0.43%
Pacific Gas and Electric Company ,2024,Apr,95030,5,0.09%
Pacific Gas and Electric Company ,2024,Apr,95032,23,0.21%
Pacific Gas and Electric Company ,2024,Apr,95033,6,0.19%
Pacific Gas and Electric Company ,2024,Apr,95035,47,0.18%
Pacific Gas and Electric Company ,2024,Apr,95037,45,0.25%
Pacific Gas and Electric Company ,2024,Apr,95045,4,0.25%
Pacific Gas and Electric Company ,2024,Apr,95046,5,0.28%
Pacific Gas and Electric Company ,2024,Apr,95060,39,0.22%
Pacific Gas and Electric Company ,2024,Apr,95062,27,0.19%
Pacific Gas and Electric Company ,2024,Apr,95065,4,0.13%
Pacific Gas and Electric Company ,2024,Apr,95066,9,0.16%
Pacific Gas and Electric Company ,2024,Apr,95070,15,0.13%
Pacific Gas and Electric Company ,2024,Apr,95073,7,0.19%
Pacific Gas and Electric Company ,2024,Apr,95075,1,0.50%
Pacific Gas and Electric Company ,2024,Apr,95076,89,0.39%
Pacific Gas and Electric Company ,2024,Apr,95110,28,0.35%
Pacific Gas and Electric Company ,2024,Apr,95111,59,0.42%
Pacific Gas and Electric Company ,2024,Apr,95112,127,0.59%
Pacific Gas and Electric Company ,2024,Apr,95113,6,0.31%
Pacific Gas and Electric Company ,2024,Apr,95116,71,0.55%
Pacific Gas and Electric Company ,2024,Apr,95117,55,0.47%
Pacific Gas and Electric Company ,2024,Apr,95118,53,0.45%
Pacific Gas and Electric Company ,2024,Apr,95119,9,0.23%
Pacific Gas and Electric Company ,2024,Apr,95120,16,0.12%
Pacific Gas and Electric Company ,2024,Apr,95121,18,0.19%
Pacific Gas and Electric Company ,2024,Apr,95122,60,0.47%
Pacific Gas and Electric Company ,2024,Apr,95123,67,0.28%
Pacific Gas and Electric Company ,2024,Apr,95124,26,0.15%
Pacific Gas and Electric Company ,2024,Apr,95125,42,0.21%
Pacific Gas and Electric Company ,2024,Apr,95126,51,0.30%
Pacific Gas and Electric Company ,2024,Apr,95127,37,0.23%
Pacific Gas and Electric Company ,2024,Apr,95128,31,0.21%
Pacific Gas and Electric Company ,2024,Apr,95129,25,0.17%
Pacific Gas and Electric Company ,2024,Apr,95130,11,0.22%
Pacific Gas and Electric Company ,2024,Apr,95131,15,0.16%
Pacific Gas and Electric Company ,2024,Apr,95132,24,0.20%
Pacific Gas and Electric Company ,2024,Apr,95133,21,0.23%
Pacific Gas and Electric Company ,2024,Apr,95134,16,0.13%
Pacific Gas and Electric Company ,2024,Apr,95135,6,0.08%
Pacific Gas and Electric Company ,2024,Apr,95136,48,0.31%
Pacific Gas and Electric Company ,2024,Apr,95138,12,0.20%
Pacific Gas and Electric Company ,2024,Apr,95139,5,0.22%
Pacific Gas and Electric Company ,2024,Apr,95140,1,0.80%
Pacific Gas and Electric Company ,2024,Apr,95148,29,0.25%
Pacific Gas and Electric Company ,2024,Apr,95202,40,1.23%
Pacific Gas and Electric Company ,2024,Apr,95203,44,0.77%
Pacific Gas and Electric Company ,2024,Apr,95204,75,0.65%
Pacific Gas and Electric Company ,2024,Apr,95205,96,0.88%
Pacific Gas and Electric Company ,2024,Apr,95206,126,0.70%
Pacific Gas and Electric Company ,2024,Apr,95207,135,0.72%
Pacific Gas and Electric Company ,2024,Apr,95209,72,0.53%
Pacific Gas and Electric Company ,2024,Apr,95210,107,0.90%
Pacific Gas and Electric Company ,2024,Apr,95212,42,0.51%
Pacific Gas and Electric Company ,2024,Apr,95215,35,0.51%
Pacific Gas and Electric Company ,2024,Apr,95219,56,0.47%
Pacific Gas and Electric Company ,2024,Apr,95220,11,0.43%
Pacific Gas and Electric Company ,2024,Apr,95222,6,0.25%
Pacific Gas and Electric Company ,2024,Apr,95223,10,0.14%
Pacific Gas and Electric Company ,2024,Apr,95225,5,0.66%
Pacific Gas and Electric Company ,2024,Apr,95227,4,0.84%
Pacific Gas and Electric Company ,2024,Apr,95228,5,0.17%
Pacific Gas and Electric Company ,2024,Apr,95229,1,0.72%
Pacific Gas and Electric Company ,2024,Apr,95230,1,0.56%
Pacific Gas and Electric Company ,2024,Apr,95231,11,1.22%
Pacific Gas and Electric Company ,2024,Apr,95236,5,0.31%
Pacific Gas and Electric Company ,2024,Apr,95237,2,0.17%
Pacific Gas and Electric Company ,2024,Apr,95240,13,0.09%
Pacific Gas and Electric Company ,2024,Apr,95242,3,0.03%
Pacific Gas and Electric Company ,2024,Apr,95245,4,0.61%
Pacific Gas and Electric Company ,2024,Apr,95246,3,0.34%
Pacific Gas and Electric Company ,2024,Apr,95247,4,0.18%
Pacific Gas and Electric Company ,2024,Apr,95248,4,0.71%
Pacific Gas and Electric Company ,2024,Apr,95249,4,0.26%
Pacific Gas and Electric Company ,2024,Apr,95251,2,0.65%
Pacific Gas and Electric Company ,2024,Apr,95252,11,0.22%
Pacific Gas and Electric Company ,2024,Apr,95254,3,0.63%
Pacific Gas and Electric Company ,2024,Apr,95255,5,0.47%
Pacific Gas and Electric Company ,2024,Apr,95257,1,0.37%
Pacific Gas and Electric Company ,2024,Apr,95258,2,0.14%
Pacific Gas and Electric Company ,2024,Apr,95301,48,0.38%
Pacific Gas and Electric Company ,2024,Apr,95304,24,0.52%
Pacific Gas and Electric Company ,2024,Apr,95306,1,0.21%
Pacific Gas and Electric Company ,2024,Apr,95310,2,0.27%
Pacific Gas and Electric Company ,2024,Apr,95311,6,0.51%
Pacific Gas and Electric Company ,2024,Apr,95317,2,0.93%
Pacific Gas and Electric Company ,2024,Apr,95318,1,0.52%
Pacific Gas and Electric Company ,2024,Apr,95320,3,0.07%
Pacific Gas and Electric Company ,2024,Apr,95321,11,0.31%
Pacific Gas and Electric Company ,2024,Apr,95322,25,0.72%
Pacific Gas and Electric Company ,2024,Apr,95327,12,0.47%
Pacific Gas and Electric Company ,2024,Apr,95329,2,0.17%
Pacific Gas and Electric Company ,2024,Apr,95330,40,0.37%
Pacific Gas and Electric Company ,2024,Apr,95333,3,0.34%
Pacific Gas and Electric Company ,2024,Apr,95334,19,0.41%
Pacific Gas and Electric Company ,2024,Apr,95335,1,0.15%
Pacific Gas and Electric Company ,2024,Apr,95336,67,0.39%
Pacific Gas and Electric Company ,2024,Apr,95337,86,0.55%
Pacific Gas and Electric Company ,2024,Apr,95338,17,0.31%
Pacific Gas and Electric Company ,2024,Apr,95340,44,0.31%
Pacific Gas and Electric Company ,2024,Apr,95341,53,0.58%
Pacific Gas and Electric Company ,2024,Apr,95345,5,1.56%
Pacific Gas and Electric Company ,2024,Apr,95348,58,0.45%
Pacific Gas and Electric Company ,2024,Apr,95360,27,0.64%
Pacific Gas and Electric Company ,2024,Apr,95361,29,0.23%
Pacific Gas and Electric Company ,2024,Apr,95364,3,0.30%
Pacific Gas and Electric Company ,2024,Apr,95365,4,0.31%
Pacific Gas and Electric Company ,2024,Apr,95366,17,0.27%
Pacific Gas and Electric Company ,2024,Apr,95367,23,0.28%
Pacific Gas and Electric Company ,2024,Apr,95369,1,0.26%
Pacific Gas and Electric Company ,2024,Apr,95370,29,0.23%
Pacific Gas and Electric Company ,2024,Apr,95374,6,1.02%
Pacific Gas and Electric Company ,2024,Apr,95376,77,0.42%
Pacific Gas and Electric Company ,2024,Apr,95377,41,0.36%
Pacific Gas and Electric Company ,2024,Apr,95379,9,0.52%
Pacific Gas and Electric Company ,2024,Apr,95387,3,0.95%
Pacific Gas and Electric Company ,2024,Apr,95388,24,0.60%
Pacific Gas and Electric Company ,2024,Apr,95389,1,0.21%
Pacific Gas and Electric Company ,2024,Apr,95401,50,0.36%
Pacific Gas and Electric Company ,2024,Apr,95403,37,0.22%
Pacific Gas and Electric Company ,2024,Apr,95404,25,0.15%
Pacific Gas and Electric Company ,2024,Apr,95405,22,0.24%
Pacific Gas and Electric Company ,2024,Apr,95407,57,0.44%
Pacific Gas and Electric Company ,2024,Apr,95409,20,0.17%
Pacific Gas and Electric Company ,2024,Apr,95410,2,0.37%
Pacific Gas and Electric Company ,2024,Apr,95415,4,0.68%
Pacific Gas and Electric Company ,2024,Apr,95419,1,0.31%
Pacific Gas and Electric Company ,2024,Apr,95420,1,0.58%
Pacific Gas and Electric Company ,2024,Apr,95421,5,0.52%
Pacific Gas and Electric Company ,2024,Apr,95422,57,0.76%
Pacific Gas and Electric Company ,2024,Apr,95423,13,0.53%
Pacific Gas and Electric Company ,2024,Apr,95425,16,0.36%
Pacific Gas and Electric Company ,2024,Apr,95426,5,0.40%
Pacific Gas and Electric Company ,2024,Apr,95432,1,0.46%
Pacific Gas and Electric Company ,2024,Apr,95435,2,1.40%
Pacific Gas and Electric Company ,2024,Apr,95436,10,0.38%
Pacific Gas and Electric Company ,2024,Apr,95437,21,0.31%
Pacific Gas and Electric Company ,2024,Apr,95439,2,0.78%
Pacific Gas and Electric Company ,2024,Apr,95441,2,0.25%
Pacific Gas and Electric Company ,2024,Apr,95442,4,0.24%
Pacific Gas and Electric Company ,2024,Apr,95443,1,0.61%
Pacific Gas and Electric Company ,2024,Apr,95444,1,0.30%
Pacific Gas and Electric Company ,2024,Apr,95445,3,0.22%
Pacific Gas and Electric Company ,2024,Apr,95446,10,0.32%
Pacific Gas and Electric Company ,2024,Apr,95448,8,0.11%
Pacific Gas and Electric Company ,2024,Apr,95449,4,0.69%
Pacific Gas and Electric Company ,2024,Apr,95451,37,0.68%
Pacific Gas and Electric Company ,2024,Apr,95453,39,0.75%
Pacific Gas and Electric Company ,2024,Apr,95454,7,0.81%
Pacific Gas and Electric Company ,2024,Apr,95456,1,0.26%
Pacific Gas and Electric Company ,2024,Apr,95457,7,0.49%
Pacific Gas and Electric Company ,2024,Apr,95458,13,0.79%
Pacific Gas and Electric Company ,2024,Apr,95459,2,0.53%
Pacific Gas and Electric Company ,2024,Apr,95460,3,0.21%
Pacific Gas and Electric Company ,2024,Apr,95461,6,0.48%
Pacific Gas and Electric Company ,2024,Apr,95462,1,0.10%
Pacific Gas and Electric Company ,2024,Apr,95463,1,0.80%
Pacific Gas and Electric Company ,2024,Apr,95464,9,0.67%
Pacific Gas and Electric Company ,2024,Apr,95465,1,0.15%
Pacific Gas and Electric Company ,2024,Apr,95467,10,0.39%
Pacific Gas and Electric Company ,2024,Apr,95468,5,0.81%
Pacific Gas and Electric Company ,2024,Apr,95469,2,0.29%
Pacific Gas and Electric Company ,2024,Apr,95470,18,0.79%
Pacific Gas and Electric Company ,2024,Apr,95471,5,1.21%
Pacific Gas and Electric Company ,2024,Apr,95472,13,0.11%
Pacific Gas and Electric Company ,2024,Apr,95476,64,0.42%
Pacific Gas and Electric Company ,2024,Apr,95482,31,0.27%
