utility_name,year,month,zip_code,number_of_disconnections,disconnection_rate
Pacific Gas and Electric Company ,2024,Jan,93203,17,0.33%
Pacific Gas and Electric Company ,2024,Jan,93204,5,0.19%
Pacific Gas and Electric Company ,2024,Jan,93206,1,0.19%
Pacific Gas and Electric Company ,2024,Jan,93210,4,0.09%
Pacific Gas and Electric Company ,2024,Jan,93212,11,0.25%
Pacific Gas and Electric Company ,2024,Jan,93224,2,1.45%
Pacific Gas and Electric Company ,2024,Jan,93230,2,0.21%
Pacific Gas and Electric Company ,2024,Jan,93234,3,0.17%
Pacific Gas and Electric Company ,2024,Jan,93239,3,0.77%
Pacific Gas and Electric Company ,2024,Jan,93241,7,0.20%
Pacific Gas and Electric Company ,2024,Jan,93242,1,0.10%
Pacific Gas and Electric Company ,2024,Jan,93243,2,0.44%
Pacific Gas and Electric Company ,2024,Jan,93245,10,0.09%
Pacific Gas and Electric Company ,2024,Jan,93249,4,0.63%
Pacific Gas and Electric Company ,2024,Jan,93250,8,0.29%
Pacific Gas and Electric Company ,2024,Jan,93254,1,0.32%
Pacific Gas and Electric Company ,2024,Jan,93263,16,0.22%
Pacific Gas and Electric Company ,2024,Jan,93268,18,0.31%
Pacific Gas and Electric Company ,2024,Jan,93280,21,0.31%
Pacific Gas and Electric Company ,2024,Jan,93301,19,0.31%
Pacific Gas and Electric Company ,2024,Jan,93304,71,0.44%
Pacific Gas and Electric Company ,2024,Jan,93305,16,0.14%
Pacific Gas and Electric Company ,2024,Jan,93306,28,0.12%
Pacific Gas and Electric Company ,2024,Jan,93307,109,0.46%
Pacific Gas and Electric Company ,2024,Jan,93308,52,0.26%
Pacific Gas and Electric Company ,2024,Jan,93309,102,0.44%
Pacific Gas and Electric Company ,2024,Jan,93311,45,0.24%
Pacific Gas and Electric Company ,2024,Jan,93312,36,0.18%
Pacific Gas and Electric Company ,2024,Jan,93313,64,0.37%
Pacific Gas and Electric Company ,2024,Jan,93314,15,0.13%
Pacific Gas and Electric Company ,2024,Jan,93401,4,0.03%
Pacific Gas and Electric Company ,2024,Jan,93405,6,0.07%
Pacific Gas and Electric Company ,2024,Jan,93422,10,0.08%
Pacific Gas and Electric Company ,2024,Jan,93426,1,0.09%
Pacific Gas and Electric Company ,2024,Jan,93430,3,0.13%
Pacific Gas and Electric Company ,2024,Jan,93432,1,0.14%
Pacific Gas and Electric Company ,2024,Jan,93433,10,0.18%
Pacific Gas and Electric Company ,2024,Jan,93436,5,0.11%
Pacific Gas and Electric Company ,2024,Jan,93442,1,0.02%
Pacific Gas and Electric Company ,2024,Jan,93444,3,0.04%
Pacific Gas and Electric Company ,2024,Jan,93445,6,0.24%
Pacific Gas and Electric Company ,2024,Jan,93446,8,0.04%
Pacific Gas and Electric Company ,2024,Jan,93451,6,0.35%
Pacific Gas and Electric Company ,2024,Jan,93453,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,93454,16,0.13%
Pacific Gas and Electric Company ,2024,Jan,93455,13,0.08%
Pacific Gas and Electric Company ,2024,Jan,93458,28,0.22%
Pacific Gas and Electric Company ,2024,Jan,93460,2,0.09%
Pacific Gas and Electric Company ,2024,Jan,93463,3,0.09%
Pacific Gas and Electric Company ,2024,Jan,93465,1,0.03%
Pacific Gas and Electric Company ,2024,Jan,93555,2,0.02%
Pacific Gas and Electric Company ,2024,Jan,93601,1,0.11%
Pacific Gas and Electric Company ,2024,Jan,93602,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,93608,1,0.33%
Pacific Gas and Electric Company ,2024,Jan,93609,7,0.47%
Pacific Gas and Electric Company ,2024,Jan,93610,7,0.12%
Pacific Gas and Electric Company ,2024,Jan,93611,27,0.16%
Pacific Gas and Electric Company ,2024,Jan,93612,47,0.30%
Pacific Gas and Electric Company ,2024,Jan,93614,2,0.04%
Pacific Gas and Electric Company ,2024,Jan,93616,1,0.15%
Pacific Gas and Electric Company ,2024,Jan,93619,15,0.09%
Pacific Gas and Electric Company ,2024,Jan,93620,6,0.19%
Pacific Gas and Electric Company ,2024,Jan,93621,1,0.32%
Pacific Gas and Electric Company ,2024,Jan,93622,9,0.33%
Pacific Gas and Electric Company ,2024,Jan,93625,5,0.17%
Pacific Gas and Electric Company ,2024,Jan,93626,4,0.42%
Pacific Gas and Electric Company ,2024,Jan,93630,9,0.14%
Pacific Gas and Electric Company ,2024,Jan,93631,5,0.08%
Pacific Gas and Electric Company ,2024,Jan,93635,14,0.09%
Pacific Gas and Electric Company ,2024,Jan,93636,9,0.13%
Pacific Gas and Electric Company ,2024,Jan,93637,23,0.18%
Pacific Gas and Electric Company ,2024,Jan,93638,35,0.26%
Pacific Gas and Electric Company ,2024,Jan,93640,14,0.46%
Pacific Gas and Electric Company ,2024,Jan,93646,13,0.51%
Pacific Gas and Electric Company ,2024,Jan,93648,4,0.10%
Pacific Gas and Electric Company ,2024,Jan,93650,6,0.49%
Pacific Gas and Electric Company ,2024,Jan,93654,37,0.39%
Pacific Gas and Electric Company ,2024,Jan,93656,2,0.12%
Pacific Gas and Electric Company ,2024,Jan,93657,25,0.21%
Pacific Gas and Electric Company ,2024,Jan,93660,3,0.29%
Pacific Gas and Electric Company ,2024,Jan,93662,25,0.27%
Pacific Gas and Electric Company ,2024,Jan,93667,1,0.11%
Pacific Gas and Electric Company ,2024,Jan,93668,1,0.30%
Pacific Gas and Electric Company ,2024,Jan,93675,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,93701,14,0.39%
Pacific Gas and Electric Company ,2024,Jan,93702,38,0.32%
Pacific Gas and Electric Company ,2024,Jan,93703,24,0.23%
Pacific Gas and Electric Company ,2024,Jan,93704,27,0.23%
Pacific Gas and Electric Company ,2024,Jan,93705,31,0.25%
Pacific Gas and Electric Company ,2024,Jan,93706,21,0.19%
Pacific Gas and Electric Company ,2024,Jan,93710,31,0.28%
Pacific Gas and Electric Company ,2024,Jan,93711,37,0.22%
Pacific Gas and Electric Company ,2024,Jan,93720,45,0.23%
Pacific Gas and Electric Company ,2024,Jan,93721,3,0.18%
Pacific Gas and Electric Company ,2024,Jan,93722,66,0.24%
Pacific Gas and Electric Company ,2024,Jan,93723,5,0.12%
Pacific Gas and Electric Company ,2024,Jan,93725,14,0.20%
Pacific Gas and Electric Company ,2024,Jan,93726,48,0.32%
Pacific Gas and Electric Company ,2024,Jan,93727,71,0.26%
Pacific Gas and Electric Company ,2024,Jan,93728,5,0.09%
Pacific Gas and Electric Company ,2024,Jan,93730,7,0.13%
Pacific Gas and Electric Company ,2024,Jan,93737,4,0.20%
Pacific Gas and Electric Company ,2024,Jan,93901,8,0.07%
Pacific Gas and Electric Company ,2024,Jan,93905,22,0.16%
Pacific Gas and Electric Company ,2024,Jan,93906,56,0.32%
Pacific Gas and Electric Company ,2024,Jan,93907,15,0.20%
Pacific Gas and Electric Company ,2024,Jan,93908,5,0.10%
Pacific Gas and Electric Company ,2024,Jan,93921,1,0.07%
Pacific Gas and Electric Company ,2024,Jan,93923,5,0.07%
Pacific Gas and Electric Company ,2024,Jan,93924,3,0.11%
Pacific Gas and Electric Company ,2024,Jan,93926,4,0.18%
Pacific Gas and Electric Company ,2024,Jan,93927,8,0.17%
Pacific Gas and Electric Company ,2024,Jan,93930,7,0.16%
Pacific Gas and Electric Company ,2024,Jan,93933,5,0.05%
Pacific Gas and Electric Company ,2024,Jan,93940,11,0.08%
Pacific Gas and Electric Company ,2024,Jan,93950,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,93954,1,0.81%
Pacific Gas and Electric Company ,2024,Jan,93955,19,0.20%
Pacific Gas and Electric Company ,2024,Jan,93960,8,0.16%
Pacific Gas and Electric Company ,2024,Jan,94002,12,0.11%
Pacific Gas and Electric Company ,2024,Jan,94005,2,0.10%
Pacific Gas and Electric Company ,2024,Jan,94010,28,0.16%
Pacific Gas and Electric Company ,2024,Jan,94014,10,0.07%
Pacific Gas and Electric Company ,2024,Jan,94015,28,0.14%
Pacific Gas and Electric Company ,2024,Jan,94019,7,0.14%
Pacific Gas and Electric Company ,2024,Jan,94022,3,0.04%
Pacific Gas and Electric Company ,2024,Jan,94025,4,0.02%
Pacific Gas and Electric Company ,2024,Jan,94027,1,0.04%
Pacific Gas and Electric Company ,2024,Jan,94030,11,0.13%
Pacific Gas and Electric Company ,2024,Jan,94040,11,0.07%
Pacific Gas and Electric Company ,2024,Jan,94041,5,0.07%
Pacific Gas and Electric Company ,2024,Jan,94043,9,0.07%
Pacific Gas and Electric Company ,2024,Jan,94044,14,0.10%
Pacific Gas and Electric Company ,2024,Jan,94061,22,0.15%
Pacific Gas and Electric Company ,2024,Jan,94062,6,0.06%
Pacific Gas and Electric Company ,2024,Jan,94063,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,94065,3,0.06%
Pacific Gas and Electric Company ,2024,Jan,94066,31,0.21%
Pacific Gas and Electric Company ,2024,Jan,94080,20,0.09%
Pacific Gas and Electric Company ,2024,Jan,94085,16,0.15%
Pacific Gas and Electric Company ,2024,Jan,94086,20,0.10%
Pacific Gas and Electric Company ,2024,Jan,94087,9,0.04%
Pacific Gas and Electric Company ,2024,Jan,94089,2,0.03%
Pacific Gas and Electric Company ,2024,Jan,94102,48,0.35%
Pacific Gas and Electric Company ,2024,Jan,94103,61,0.33%
Pacific Gas and Electric Company ,2024,Jan,94105,26,0.28%
Pacific Gas and Electric Company ,2024,Jan,94107,28,0.16%
Pacific Gas and Electric Company ,2024,Jan,94108,6,0.10%
Pacific Gas and Electric Company ,2024,Jan,94109,63,0.21%
Pacific Gas and Electric Company ,2024,Jan,94110,64,0.22%
Pacific Gas and Electric Company ,2024,Jan,94112,15,0.07%
Pacific Gas and Electric Company ,2024,Jan,94114,24,0.13%
Pacific Gas and Electric Company ,2024,Jan,94115,18,0.10%
Pacific Gas and Electric Company ,2024,Jan,94116,4,0.03%
Pacific Gas and Electric Company ,2024,Jan,94117,14,0.07%
Pacific Gas and Electric Company ,2024,Jan,94118,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,94122,8,0.04%
Pacific Gas and Electric Company ,2024,Jan,94123,21,0.14%
Pacific Gas and Electric Company ,2024,Jan,94124,68,0.65%
Pacific Gas and Electric Company ,2024,Jan,94131,8,0.06%
Pacific Gas and Electric Company ,2024,Jan,94132,6,0.06%
Pacific Gas and Electric Company ,2024,Jan,94133,21,0.17%
Pacific Gas and Electric Company ,2024,Jan,94134,13,0.12%
Pacific Gas and Electric Company ,2024,Jan,94158,2,0.04%
Pacific Gas and Electric Company ,2024,Jan,94303,3,0.04%
Pacific Gas and Electric Company ,2024,Jan,94401,28,0.23%
Pacific Gas and Electric Company ,2024,Jan,94402,11,0.11%
Pacific Gas and Electric Company ,2024,Jan,94403,14,0.08%
Pacific Gas and Electric Company ,2024,Jan,94404,5,0.03%
Pacific Gas and Electric Company ,2024,Jan,94503,20,0.33%
Pacific Gas and Electric Company ,2024,Jan,94505,9,0.16%
Pacific Gas and Electric Company ,2024,Jan,94506,12,0.14%
Pacific Gas and Electric Company ,2024,Jan,94507,3,0.05%
Pacific Gas and Electric Company ,2024,Jan,94509,59,0.25%
Pacific Gas and Electric Company ,2024,Jan,94510,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,94511,5,0.39%
Pacific Gas and Electric Company ,2024,Jan,94513,43,0.19%
Pacific Gas and Electric Company ,2024,Jan,94514,3,0.37%
Pacific Gas and Electric Company ,2024,Jan,94517,1,0.02%
Pacific Gas and Electric Company ,2024,Jan,94518,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,94519,4,0.06%
Pacific Gas and Electric Company ,2024,Jan,94520,8,0.06%
Pacific Gas and Electric Company ,2024,Jan,94521,11,0.07%
Pacific Gas and Electric Company ,2024,Jan,94523,24,0.17%
Pacific Gas and Electric Company ,2024,Jan,94525,3,0.19%
Pacific Gas and Electric Company ,2024,Jan,94526,18,0.14%
Pacific Gas and Electric Company ,2024,Jan,94530,17,0.15%
Pacific Gas and Electric Company ,2024,Jan,94531,39,0.27%
Pacific Gas and Electric Company ,2024,Jan,94533,22,0.08%
Pacific Gas and Electric Company ,2024,Jan,94534,19,0.13%
Pacific Gas and Electric Company ,2024,Jan,94536,21,0.08%
Pacific Gas and Electric Company ,2024,Jan,94538,29,0.12%
Pacific Gas and Electric Company ,2024,Jan,94539,8,0.04%
Pacific Gas and Electric Company ,2024,Jan,94541,58,0.26%
Pacific Gas and Electric Company ,2024,Jan,94542,4,0.08%
Pacific Gas and Electric Company ,2024,Jan,94544,22,0.09%
Pacific Gas and Electric Company ,2024,Jan,94545,7,0.08%
Pacific Gas and Electric Company ,2024,Jan,94546,12,0.07%
Pacific Gas and Electric Company ,2024,Jan,94547,16,0.17%
Pacific Gas and Electric Company ,2024,Jan,94548,1,0.38%
Pacific Gas and Electric Company ,2024,Jan,94549,9,0.08%
Pacific Gas and Electric Company ,2024,Jan,94550,9,0.05%
Pacific Gas and Electric Company ,2024,Jan,94551,10,0.07%
Pacific Gas and Electric Company ,2024,Jan,94552,1,0.02%
Pacific Gas and Electric Company ,2024,Jan,94553,10,0.05%
Pacific Gas and Electric Company ,2024,Jan,94555,5,0.04%
Pacific Gas and Electric Company ,2024,Jan,94556,3,0.05%
Pacific Gas and Electric Company ,2024,Jan,94558,23,0.09%
Pacific Gas and Electric Company ,2024,Jan,94559,11,0.10%
Pacific Gas and Electric Company ,2024,Jan,94560,5,0.03%
Pacific Gas and Electric Company ,2024,Jan,94561,38,0.25%
Pacific Gas and Electric Company ,2024,Jan,94563,3,0.04%
Pacific Gas and Electric Company ,2024,Jan,94564,13,0.19%
Pacific Gas and Electric Company ,2024,Jan,94565,61,0.20%
Pacific Gas and Electric Company ,2024,Jan,94566,20,0.12%
Pacific Gas and Electric Company ,2024,Jan,94571,5,0.09%
Pacific Gas and Electric Company ,2024,Jan,94572,6,0.19%
Pacific Gas and Electric Company ,2024,Jan,94574,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,94577,38,0.23%
Pacific Gas and Electric Company ,2024,Jan,94578,46,0.32%
Pacific Gas and Electric Company ,2024,Jan,94579,10,0.15%
Pacific Gas and Electric Company ,2024,Jan,94580,21,0.23%
Pacific Gas and Electric Company ,2024,Jan,94582,15,0.10%
Pacific Gas and Electric Company ,2024,Jan,94583,13,0.09%
Pacific Gas and Electric Company ,2024,Jan,94585,8,0.08%
Pacific Gas and Electric Company ,2024,Jan,94586,3,0.78%
Pacific Gas and Electric Company ,2024,Jan,94587,3,0.01%
Pacific Gas and Electric Company ,2024,Jan,94588,19,0.16%
Pacific Gas and Electric Company ,2024,Jan,94589,46,0.48%
Pacific Gas and Electric Company ,2024,Jan,94590,71,0.48%
Pacific Gas and Electric Company ,2024,Jan,94591,43,0.22%
Pacific Gas and Electric Company ,2024,Jan,94595,7,0.07%
Pacific Gas and Electric Company ,2024,Jan,94596,7,0.07%
Pacific Gas and Electric Company ,2024,Jan,94597,16,0.14%
Pacific Gas and Electric Company ,2024,Jan,94598,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,94599,2,0.19%
Pacific Gas and Electric Company ,2024,Jan,94601,74,0.47%
Pacific Gas and Electric Company ,2024,Jan,94602,18,0.15%
Pacific Gas and Electric Company ,2024,Jan,94603,55,0.53%
Pacific Gas and Electric Company ,2024,Jan,94605,65,0.39%
Pacific Gas and Electric Company ,2024,Jan,94606,75,0.46%
Pacific Gas and Electric Company ,2024,Jan,94607,27,0.22%
Pacific Gas and Electric Company ,2024,Jan,94608,14,0.09%
Pacific Gas and Electric Company ,2024,Jan,94609,9,0.08%
Pacific Gas and Electric Company ,2024,Jan,94610,32,0.21%
Pacific Gas and Electric Company ,2024,Jan,94611,30,0.17%
Pacific Gas and Electric Company ,2024,Jan,94612,20,0.19%
Pacific Gas and Electric Company ,2024,Jan,94618,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,94619,31,0.32%
Pacific Gas and Electric Company ,2024,Jan,94621,36,0.37%
Pacific Gas and Electric Company ,2024,Jan,94702,4,0.05%
Pacific Gas and Electric Company ,2024,Jan,94703,8,0.09%
Pacific Gas and Electric Company ,2024,Jan,94704,26,0.28%
Pacific Gas and Electric Company ,2024,Jan,94705,2,0.03%
Pacific Gas and Electric Company ,2024,Jan,94706,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,94707,3,0.06%
Pacific Gas and Electric Company ,2024,Jan,94708,2,0.04%
Pacific Gas and Electric Company ,2024,Jan,94709,7,0.14%
Pacific Gas and Electric Company ,2024,Jan,94801,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,94803,41,0.42%
Pacific Gas and Electric Company ,2024,Jan,94804,22,0.14%
Pacific Gas and Electric Company ,2024,Jan,94805,5,0.10%
Pacific Gas and Electric Company ,2024,Jan,94806,20,0.10%
Pacific Gas and Electric Company ,2024,Jan,94901,33,0.21%
Pacific Gas and Electric Company ,2024,Jan,94903,21,0.18%
Pacific Gas and Electric Company ,2024,Jan,94904,3,0.07%
Pacific Gas and Electric Company ,2024,Jan,94923,1,0.07%
Pacific Gas and Electric Company ,2024,Jan,94925,3,0.07%
Pacific Gas and Electric Company ,2024,Jan,94928,15,0.09%
Pacific Gas and Electric Company ,2024,Jan,94930,5,0.13%
Pacific Gas and Electric Company ,2024,Jan,94931,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,94933,1,0.27%
Pacific Gas and Electric Company ,2024,Jan,94939,3,0.07%
Pacific Gas and Electric Company ,2024,Jan,94941,4,0.03%
Pacific Gas and Electric Company ,2024,Jan,94945,3,0.04%
Pacific Gas and Electric Company ,2024,Jan,94947,2,0.02%
Pacific Gas and Electric Company ,2024,Jan,94949,10,0.15%
Pacific Gas and Electric Company ,2024,Jan,94951,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,94952,8,0.06%
Pacific Gas and Electric Company ,2024,Jan,94954,7,0.05%
Pacific Gas and Electric Company ,2024,Jan,94956,1,0.17%
Pacific Gas and Electric Company ,2024,Jan,94960,12,0.19%
Pacific Gas and Electric Company ,2024,Jan,94965,2,0.03%
Pacific Gas and Electric Company ,2024,Jan,95003,9,0.08%
Pacific Gas and Electric Company ,2024,Jan,95004,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,95006,2,0.06%
Pacific Gas and Electric Company ,2024,Jan,95008,25,0.13%
Pacific Gas and Electric Company ,2024,Jan,95010,3,0.06%
Pacific Gas and Electric Company ,2024,Jan,95012,5,0.19%
Pacific Gas and Electric Company ,2024,Jan,95014,3,0.01%
Pacific Gas and Electric Company ,2024,Jan,95018,5,0.17%
Pacific Gas and Electric Company ,2024,Jan,95019,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,95020,27,0.13%
Pacific Gas and Electric Company ,2024,Jan,95023,33,0.17%
Pacific Gas and Electric Company ,2024,Jan,95032,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,95033,2,0.06%
Pacific Gas and Electric Company ,2024,Jan,95035,21,0.08%
Pacific Gas and Electric Company ,2024,Jan,95037,14,0.08%
Pacific Gas and Electric Company ,2024,Jan,95043,1,0.37%
Pacific Gas and Electric Company ,2024,Jan,95046,3,0.17%
Pacific Gas and Electric Company ,2024,Jan,95060,3,0.02%
Pacific Gas and Electric Company ,2024,Jan,95062,18,0.13%
Pacific Gas and Electric Company ,2024,Jan,95065,1,0.03%
Pacific Gas and Electric Company ,2024,Jan,95066,7,0.12%
Pacific Gas and Electric Company ,2024,Jan,95070,2,0.02%
Pacific Gas and Electric Company ,2024,Jan,95073,5,0.13%
Pacific Gas and Electric Company ,2024,Jan,95076,14,0.06%
Pacific Gas and Electric Company ,2024,Jan,95110,20,0.25%
Pacific Gas and Electric Company ,2024,Jan,95111,14,0.10%
Pacific Gas and Electric Company ,2024,Jan,95112,35,0.16%
Pacific Gas and Electric Company ,2024,Jan,95113,16,0.84%
Pacific Gas and Electric Company ,2024,Jan,95116,33,0.26%
Pacific Gas and Electric Company ,2024,Jan,95117,26,0.22%
Pacific Gas and Electric Company ,2024,Jan,95118,7,0.06%
Pacific Gas and Electric Company ,2024,Jan,95119,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,95120,7,0.05%
Pacific Gas and Electric Company ,2024,Jan,95121,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,95122,10,0.08%
Pacific Gas and Electric Company ,2024,Jan,95123,22,0.09%
Pacific Gas and Electric Company ,2024,Jan,95124,25,0.14%
Pacific Gas and Electric Company ,2024,Jan,95125,41,0.20%
Pacific Gas and Electric Company ,2024,Jan,95126,30,0.18%
Pacific Gas and Electric Company ,2024,Jan,95127,15,0.09%
Pacific Gas and Electric Company ,2024,Jan,95128,42,0.28%
Pacific Gas and Electric Company ,2024,Jan,95129,6,0.04%
Pacific Gas and Electric Company ,2024,Jan,95130,7,0.14%
Pacific Gas and Electric Company ,2024,Jan,95131,5,0.05%
Pacific Gas and Electric Company ,2024,Jan,95132,15,0.12%
Pacific Gas and Electric Company ,2024,Jan,95133,14,0.16%
Pacific Gas and Electric Company ,2024,Jan,95134,12,0.09%
Pacific Gas and Electric Company ,2024,Jan,95136,12,0.08%
Pacific Gas and Electric Company ,2024,Jan,95138,1,0.02%
Pacific Gas and Electric Company ,2024,Jan,95148,2,0.02%
Pacific Gas and Electric Company ,2024,Jan,95202,12,0.36%
Pacific Gas and Electric Company ,2024,Jan,95203,28,0.49%
Pacific Gas and Electric Company ,2024,Jan,95204,34,0.29%
Pacific Gas and Electric Company ,2024,Jan,95205,24,0.22%
Pacific Gas and Electric Company ,2024,Jan,95206,83,0.46%
Pacific Gas and Electric Company ,2024,Jan,95207,58,0.31%
Pacific Gas and Electric Company ,2024,Jan,95209,39,0.29%
Pacific Gas and Electric Company ,2024,Jan,95210,46,0.39%
Pacific Gas and Electric Company ,2024,Jan,95212,31,0.38%
Pacific Gas and Electric Company ,2024,Jan,95215,14,0.20%
Pacific Gas and Electric Company ,2024,Jan,95219,21,0.18%
Pacific Gas and Electric Company ,2024,Jan,95220,7,0.28%
Pacific Gas and Electric Company ,2024,Jan,95222,7,0.29%
Pacific Gas and Electric Company ,2024,Jan,95225,2,0.26%
Pacific Gas and Electric Company ,2024,Jan,95228,3,0.10%
Pacific Gas and Electric Company ,2024,Jan,95230,1,0.56%
Pacific Gas and Electric Company ,2024,Jan,95231,3,0.33%
Pacific Gas and Electric Company ,2024,Jan,95236,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,95237,2,0.17%
Pacific Gas and Electric Company ,2024,Jan,95240,4,0.03%
Pacific Gas and Electric Company ,2024,Jan,95242,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,95245,1,0.15%
Pacific Gas and Electric Company ,2024,Jan,95246,1,0.11%
Pacific Gas and Electric Company ,2024,Jan,95248,2,0.35%
Pacific Gas and Electric Company ,2024,Jan,95249,2,0.13%
Pacific Gas and Electric Company ,2024,Jan,95252,8,0.16%
Pacific Gas and Electric Company ,2024,Jan,95257,1,0.37%
Pacific Gas and Electric Company ,2024,Jan,95258,4,0.29%
Pacific Gas and Electric Company ,2024,Jan,95301,17,0.14%
Pacific Gas and Electric Company ,2024,Jan,95304,13,0.28%
Pacific Gas and Electric Company ,2024,Jan,95306,1,0.21%
Pacific Gas and Electric Company ,2024,Jan,95310,1,0.13%
Pacific Gas and Electric Company ,2024,Jan,95311,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,95318,1,0.50%
Pacific Gas and Electric Company ,2024,Jan,95320,6,0.13%
Pacific Gas and Electric Company ,2024,Jan,95322,3,0.09%
Pacific Gas and Electric Company ,2024,Jan,95327,4,0.16%
Pacific Gas and Electric Company ,2024,Jan,95330,15,0.14%
Pacific Gas and Electric Company ,2024,Jan,95333,1,0.11%
Pacific Gas and Electric Company ,2024,Jan,95334,1,0.02%
Pacific Gas and Electric Company ,2024,Jan,95336,23,0.13%
Pacific Gas and Electric Company ,2024,Jan,95337,23,0.15%
Pacific Gas and Electric Company ,2024,Jan,95338,2,0.04%
Pacific Gas and Electric Company ,2024,Jan,95340,7,0.05%
Pacific Gas and Electric Company ,2024,Jan,95341,14,0.15%
Pacific Gas and Electric Company ,2024,Jan,95346,1,0.07%
Pacific Gas and Electric Company ,2024,Jan,95348,7,0.05%
Pacific Gas and Electric Company ,2024,Jan,95360,3,0.07%
Pacific Gas and Electric Company ,2024,Jan,95361,8,0.06%
Pacific Gas and Electric Company ,2024,Jan,95365,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,95366,6,0.09%
Pacific Gas and Electric Company ,2024,Jan,95367,13,0.16%
Pacific Gas and Electric Company ,2024,Jan,95370,4,0.03%
Pacific Gas and Electric Company ,2024,Jan,95374,4,0.68%
Pacific Gas and Electric Company ,2024,Jan,95376,30,0.16%
Pacific Gas and Electric Company ,2024,Jan,95377,18,0.16%
Pacific Gas and Electric Company ,2024,Jan,95383,5,0.17%
Pacific Gas and Electric Company ,2024,Jan,95388,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,95401,14,0.10%
Pacific Gas and Electric Company ,2024,Jan,95403,16,0.10%
Pacific Gas and Electric Company ,2024,Jan,95404,11,0.07%
Pacific Gas and Electric Company ,2024,Jan,95405,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,95407,14,0.11%
Pacific Gas and Electric Company ,2024,Jan,95409,10,0.08%
Pacific Gas and Electric Company ,2024,Jan,95421,4,0.41%
Pacific Gas and Electric Company ,2024,Jan,95422,5,0.07%
Pacific Gas and Electric Company ,2024,Jan,95423,2,0.08%
Pacific Gas and Electric Company ,2024,Jan,95425,13,0.29%
Pacific Gas and Electric Company ,2024,Jan,95426,2,0.16%
Pacific Gas and Electric Company ,2024,Jan,95428,4,0.46%
Pacific Gas and Electric Company ,2024,Jan,95432,1,0.45%
Pacific Gas and Electric Company ,2024,Jan,95436,3,0.11%
Pacific Gas and Electric Company ,2024,Jan,95437,7,0.10%
Pacific Gas and Electric Company ,2024,Jan,95441,1,0.13%
Pacific Gas and Electric Company ,2024,Jan,95446,4,0.13%
Pacific Gas and Electric Company ,2024,Jan,95448,2,0.03%
Pacific Gas and Electric Company ,2024,Jan,95451,4,0.07%
Pacific Gas and Electric Company ,2024,Jan,95454,1,0.11%
Pacific Gas and Electric Company ,2024,Jan,95457,2,0.14%
Pacific Gas and Electric Company ,2024,Jan,95458,4,0.24%
Pacific Gas and Electric Company ,2024,Jan,95460,1,0.07%
Pacific Gas and Electric Company ,2024,Jan,95461,4,0.32%
Pacific Gas and Electric Company ,2024,Jan,95464,4,0.30%
Pacific Gas and Electric Company ,2024,Jan,95465,1,0.15%
Pacific Gas and Electric Company ,2024,Jan,95469,1,0.15%
Pacific Gas and Electric Company ,2024,Jan,95470,14,0.62%
Pacific Gas and Electric Company ,2024,Jan,95471,2,0.48%
Pacific Gas and Electric Company ,2024,Jan,95472,9,0.07%
Pacific Gas and Electric Company ,2024,Jan,95476,13,0.09%
Pacific Gas and Electric Company ,2024,Jan,95482,9,0.08%
Pacific Gas and Electric Company ,2024,Jan,95485,3,0.30%
Pacific Gas and Electric Company ,2024,Jan,95490,3,0.06%
Pacific Gas and Electric Company ,2024,Jan,95492,12,0.13%
Pacific Gas and Electric Company ,2024,Jan,95493,1,0.97%
Pacific Gas and Electric Company ,2024,Jan,95501,24,0.23%
Pacific Gas and Electric Company ,2024,Jan,95503,23,0.23%
Pacific Gas and Electric Company ,2024,Jan,95511,2,1.74%
Pacific Gas and Electric Company ,2024,Jan,95519,7,0.10%
Pacific Gas and Electric Company ,2024,Jan,95521,7,0.08%
Pacific Gas and Electric Company ,2024,Jan,95525,1,0.13%
Pacific Gas and Electric Company ,2024,Jan,95537,2,1.22%
Pacific Gas and Electric Company ,2024,Jan,95540,13,0.23%
Pacific Gas and Electric Company ,2024,Jan,95542,3,0.32%
